185,Bank,ICBC,Bank ICBC Indonesia,Xendit,disbursement,1
186,Bank,INA_PERDANA,Bank Ina Perdania,Xendit,disbursement,1
187,Bank,INDEX_SELINDO,Bank Index Selindo,Xendit,disbursement,1
188,Bank,INDIA,Bank of India Indonesia,Xendit,disbursement,1
189,Bank,JAGO,Bank Jago (sebelumnya bernama Bank Artos Indonesia),Xendit,disbursement,1
190,Bank,JAMBI,Bank Pembangunan Daerah Jambi,Xendit,disbursement,1
191,Bank,JAMBI_UUS,Bank Pembangunan Daerah Jambi Syariah (UUS),Xendit,disbursement,1
192,Bank,JASA_JAKARTA,Bank Jasa Jakarta,Xendit,disbursement,1
193,Bank,JAWA_TENGAH,Bank Pembangunan Daerah Jawa Tengah,Xendit,disbursement,1
194,Bank,JAWA_TENGAH_UUS,Bank Pembangunan Daerah Jawa Tengah Syariah (UUS),Xendit,disbursement,1
195,Bank,JAWA_TIMUR,Bank Pembangunan Daerah Jawa Timur,Xendit,disbursement,1
196,Bank,JAWA_TIMUR_UUS,Bank Pembangunan Daerah Jawa Timur Syariah (UUS),Xendit,disbursement,1
197,Bank,JPMORGAN,JP Morgan Chase Bank,Xendit,disbursement,1
198,Bank,JTRUST,Bank JTrust Indonesia (sebelumnya bernama Bank Mutiara),Xendit,disbursement,1
199,Bank,KALIMANTAN_BARAT,Bank Pembangunan Daerah Kalimantan Barat,Xendit,disbursement,1
200,Bank,KALIMANTAN_BARAT_UUS,Bank Pembangunan Daerah Kalimantan Barat Syariah (UUS),Xendit,disbursement,1
201,Bank,KALIMANTAN_SELATAN,Bank Pembangunan Daerah Kalimantan Selatan,Xendit,disbursement,1
202,Bank,KALIMANTAN_SELATAN_UUS,Bank Pembangunan Daerah Kalimantan Selatan Syariah (UUS),Xendit,disbursement,1
203,Bank,KALIMANTAN_TENGAH,Bank Pembangunan Daerah Kalimantan Tengah,Xendit,disbursement,1
204,Bank,KALIMANTAN_TIMUR,Bank Pembangunan Daerah Kalimantan Timur,Xendit,disbursement,1
205,Bank,KALIMANTAN_TIMUR_UUS,Bank Pembangunan Daerah Kalimantan Timur Syariah (UUS),Xendit,disbursement,1
206,Bank,LAMPUNG,Bank Pembangunan Daerah Lampung,Xendit,disbursement,1
207,Bank,MALUKU,Bank Pembangunan Daerah Maluku,Xendit,disbursement,1
208,Bank,MANDIRI,Bank Mandiri,Xendit,disbursement,1
209,Bank,MANDIRI_TASPEN,Mandiri Taspen Pos (sebelumnya bernama Bank Sinar Harapan Bali),Xendit,disbursement,1
210,Bank,MASPION,Bank Maspion Indonesia,Xendit,disbursement,1
211,Bank,MAYAPADA,Bank Mayapada International,Xendit,disbursement,1
212,Bank,MAYBANK,Bank Maybank,Xendit,disbursement,1
213,Bank,MAYORA,Bank Mayora,Xendit,disbursement,1
214,Bank,MEGA,Bank Mega,Xendit,disbursement,1
215,Bank,MEGA_SYR,Bank Syariah Mega,Xendit,disbursement,1
216,Bank,MESTIKA_DHARMA,Bank Mestika Dharma,Xendit,disbursement,1
217,Bank,MIZUHO,Bank Mizuho Indonesia,Xendit,disbursement,1
218,Bank,MNC_INTERNASIONAL,Bank MNC Internasional,Xendit,disbursement,1
219,Bank,MUAMALAT,Bank Muamalat Indonesia,Xendit,disbursement,1
220,Bank,MULTI_ARTA_SENTOSA,Bank Multi Arta Sentosa,Xendit,disbursement,1
221,Bank,NATIONALNOBU,Bank Nationalnobu,Xendit,disbursement,1
222,Bank,NUSA_TENGGARA_BARAT,BPD Nusa Tenggara Barat,Xendit,disbursement,1
223,Bank,NUSA_TENGGARA_TIMUR,BPD Nusa Tenggara Timur,Xendit,disbursement,1
224,Bank,OCBC,Bank OCBC NISP,Xendit,disbursement,1
225,Bank,OCBC_UUS,Bank OCBC NISP Syariah (UUS),Xendit,disbursement,1
226,Bank,OKE,Bank Oke Indonesia (sebelumnya bernama Bank Andara),Xendit,disbursement,1
227,Bank,PANIN,Bank Panin,Xendit,disbursement,1
228,Bank,PANIN_SYR,Bank Panin Syariah,Xendit,disbursement,1
229,Bank,PAPUA,Bank Pembangunan Daerah Papua,Xendit,disbursement,1
230,Bank,PERMATA,Bank Permata,Xendit,disbursement,1
231,Bank,PERMATA_UUS,Bank Permata Syariah (UUS),Xendit,disbursement,1
232,Bank,PRIMA_MASTER,Prima Master Bank,Xendit,disbursement,1
233,Bank,QNB_INDONESIA,Bank QNB Indonesia (sebelumnya bernama Bank QNB Kesawan),Xendit,disbursement,1
234,Bank,RABOBANK,Bank Rabobank International Indonesia,Xendit,disbursement,1
235,Bank,RESONA,Bank Resona Perdania,Xendit,disbursement,1
236,Bank,RIAU_DAN_KEPRI,Bank Pembangunan Daerah Riau Dan Kepri,Xendit,disbursement,1
237,Bank,SAHABAT_SAMPOERNA,Bank Sahabat Sampoerna,Xendit,disbursement,1
238,Bank,SBI_INDONESIA,Bank SBI Indonesia,Xendit,disbursement,1
239,Bank,SEABANK,Bank Seabank Indonesia (sebelumnya bernama Bank Kesejahteraan Ekonomi),Xendit,disbursement,1
240,Bank,SHINHAN,Bank Shinhan Indonesia (sebelumnya bernama Bank Metro Express),Xendit,disbursement,1
241,Bank,SINARMAS,Bank Sinarmas,Xendit,disbursement,1
242,Bank,SINARMAS_UUS,Bank Sinarmas Syariah (UUS),Xendit,disbursement,1
243,Bank,STANDARD_CHARTERED,Standard Charted Bank,Xendit,disbursement,1
244,Bank,SULAWESI,Bank Pembangunan Daerah Sulawesi Tengah,Xendit,disbursement,1
245,Bank,SULAWESI_TENGGARA,Bank Pembangunan Daerah Sulawesi Tenggara,Xendit,disbursement,1
246,Bank,SULSELBAR,Bank Pembangunan Daerah Sulselbar,Xendit,disbursement,1
247,Bank,SULSELBAR_UUS,Bank Pembangunan Daerah Sulselbar Syariah (UUS),Xendit,disbursement,1
248,Bank,SULUT,Bank Pembangunan Daerah Sulut,Xendit,disbursement,1
249,Bank,SUMATERA_BARAT,Bank Pembangunan Daerah Sumatera Barat,Xendit,disbursement,1
250,Bank,SUMATERA_BARAT_UUS,Bank Pembangunan Daerah Sumatera Barat Syariah (UUS),Xendit,disbursement,1
251,Bank,SUMSEL_DAN_BABEL,Bank Pembangunan Daerah Sumsel Dan Babel,Xendit,disbursement,1
252,Bank,SUMSEL_DAN_BABEL_UUS,Bank Pembangunan Daerah Sumsel Dan Babel Syariah (UUS),Xendit,disbursement,1
253,Bank,SUMUT,Bank Pembangunan Daerah Sumut,Xendit,disbursement,1
254,Bank,SUMUT_UUS,Bank Pembangunan Daerah Sumut Syariah (UUS),Xendit,disbursement,1
255,Bank,TABUNGAN_PENSIUNAN_NASIONAL,Bank Tabungan Pensiunan Nasional (BTPN),Xendit,disbursement,1
256,Bank,TOKYO,Bank of Tokyo Mitsubishi UFJ (MUFJ),Xendit,disbursement,1
257,Bank,UOB,Bank UOB Indonesia,Xendit,disbursement,1
258,Bank,VICTORIA_INTERNASIONAL,Bank Victoria Internasional,Xendit,disbursement,1
259,Bank,VICTORIA_SYR,Bank Victoria Syariah,Xendit,disbursement,1
260,Bank,WOORI,Bank Woori Indonesia,Xendit,disbursement,1
261,E-Wallet,GOPAY,Gopay,Xendit,disbursement,1
262,E-Wallet,OVO,OVO,Xendit,disbursement,1
263,E-Wallet,DANA,DANA,Xendit,disbursement,1
264,E-wallet,LINKAJA,LinkAja,Xendit,disbursement,1
265,E-wallet,SHOPEEPAY,Shopeepay,Xendit,disbursement,1
